0 0 0 0 0 0 0 
-14.1034 -298.5 -10.974 67.8304 -4.52814 -2.65781 -0.387517 
-93.8358 -190.973 -104.63 -38.9517 1.40829 -2.5654 -0.059255 
-85.5486 -189.573 -92.4098 -38.3654 1.19178 -2.30421 -0.0723184 
-84.5401 -187.619 -91.3003 -37.8146 1.18265 -2.27539 -0.0715263 
-83.7348 -185.709 -90.427 -37.1879 1.17933 -2.24935 -0.070661 
-83.0054 -183.841 -89.6173 -36.5247 1.17782 -2.22377 -0.0697937 
-82.3486 -182.014 -88.8675 -35.8232 1.17799 -2.19861 -0.0689243 
-81.7617 -180.228 -88.1755 -35.0849 1.17977 -2.17384 -0.0680534 
-81.2424 -178.482 -87.5395 -34.3113 1.18311 -2.14944 -0.0671817 
-80.7882 -176.774 -86.9574 -33.5038 1.18794 -2.12541 -0.0663097 
-80.3969 -175.105 -86.4272 -32.6638 1.1942 -2.10171 -0.0654381 
-80.0665 -173.473 -85.9471 -31.7924 1.20184 -2.07834 -0.0645678 
-79.7949 -171.878 -85.5152 -30.8908 1.2108 -2.05528 -0.0636993 
-79.5802 -170.319 -85.1297 -29.9602 1.22103 -2.0325 -0.0628333 
-79.4206 -168.796 -84.789 -29.0015 1.23248 -2.00999 -0.0619708 
-79.3143 -167.308 -84.4911 -28.0158 1.24509 -1.98772 -0.0611123 
-79.2597 -165.855 -84.2346 -27.0039 1.25882 -1.96569 -0.0602586 
-79.2552 -164.436 -84.0176 -25.9666 1.27363 -1.94386 -0.0594106 
-79.2993 -163.051 -83.8387 -24.9049 1.28946 -1.92223 -0.058569 
-79.3904 -161.699 -83.6962 -23.8195 1.30627 -1.90076 -0.0577347 
-79.5272 -160.381 -83.5886 -22.711 1.32401 -1.87944 -0.0569084 
-79.7082 -159.095 -83.5144 -21.5802 1.34265 -1.85825 -0.056091 
-79.9322 -157.842 -83.472 -20.4277 1.36215 -1.83717 -0.0552833 
-80.1979 -156.621 -83.4602 -19.2541 1.38245 -1.81617 -0.0544863 
-80.5041 -155.432 -83.4774 -18.0601 1.40353 -1.79525 -0.0537007 
-80.8494 -154.274 -83.5222 -16.8461 1.42534 -1.77437 -0.0529275 
-81.2327 -153.148 -83.5933 -15.6128 1.44784 -1.75351 -0.0521676 
-81.6529 -152.053 -83.6894 -14.3606 1.47101 -1.73267 -0.0514219 
-82.1088 -150.989 -83.8091 -13.09 1.4948 -1.71181 -0.0506913 
-82.5992 -149.956 -83.9512 -11.8016 1.51917 -1.69091 -0.0499768 
-83.1231 -148.953 -84.1143 -10.4957 1.5441 -1.66996 -0.0492794 
-83.6792 -147.981 -84.2973 -9.17285 1.56954 -1.64893 -0.0485999 
-84.2666 -147.039 -84.4989 -7.83351 1.59546 -1.6278 -0.0479395 
-84.884 -146.127 -84.7179 -6.47811 1.62183 -1.60656 -0.047299 
-85.5304 -145.246 -84.9532 -5.10708 1.64861 -1.58518 -0.0466795 
-86.2046 -144.394 -85.2036 -3.72086 1.67578 -1.56364 -0.0460821 
-86.9056 -143.572 -85.4679 -2.31988 1.7033 -1.54193 -0.0455076 
-87.6321 -142.78 -85.745 -0.904583 1.73113 -1.52001 -0.0449572 
-88.3831 -142.017 -86.0339 0.524606 1.75925 -1.49788 -0.044432 
-89.1574 -141.284 -86.3333 1.96725 1.78762 -1.47551 -0.0439328 
-89.9537 -140.58 -86.6424 3.42289 1.81621 -1.45289 -0.0434609 
-90.771 -139.906 -86.9599 4.89109 1.84499 -1.42999 -0.0430172 
-91.608 -139.26 -87.285 6.37138 1.87394 -1.4068 -0.0426027 
-92.4635 -138.644 -87.6165 7.86331 1.903 -1.38329 -0.0422186 
-93.3361 -138.057 -87.9534 9.36638 1.93217 -1.35946 -0.0418659 
-94.2247 -137.499 -88.2949 10.8801 1.9614 -1.33528 -0.0415456 
-95.1278 -136.969 -88.6398 12.404 1.99067 -1.31073 -0.0412588 
-96.0442 -136.468 -88.9873 13.9376 2.01994 -1.2858 -0.0410064 
-96.9725 -135.996 -89.3364 15.4802 2.04918 -1.26048 -0.0407896 
-97.9113 -135.552 -89.6863 17.0315 2.07837 -1.23474 -0.0406092 
-98.8592 -135.136 -90.0359 18.5907 2.10746 -1.20857 -0.0404664 
-99.8146 -134.748 -90.3844 20.1574 2.13644 -1.18196 -0.040362 
-100.776 -134.389 -90.7309 21.731 2.16527 -1.15489 -0.0402971 
-101.742 -134.057 -91.0747 23.3108 2.19392 -1.12735 -0.0402726 
-102.711 -133.752 -91.4148 24.8962 2.22236 -1.09933 -0.0402893 
-103.682 -133.476 -91.7504 26.4865 2.25055 -1.07082 -0.0403482 
-104.652 -133.226 -92.0807 28.0811 2.27848 -1.0418 -0.0404502 
-105.621 -133.003 -92.4049 29.6794 2.3061 -1.01227 -0.040596 
