0 0 0 0 0 0 0 
0.00164083 0.0214024 0.00848245 -0.019105 0.0202955 0.00741244 -0.0105364 
-0.0353889 -0.271468 0.215903 0.162208 -0.703063 -0.129116 -0.4364 
-0.153762 -0.373275 0.0674808 0.0426702 -0.805536 -0.273252 -0.534692 
-0.265178 -0.482076 -0.0469211 -0.0712942 -0.909463 -0.383751 -0.641872 
-0.375102 -0.589673 -0.159285 -0.184001 -1.01207 -0.49254 -0.747925 
-0.483636 -0.695967 -0.270117 -0.295453 -1.11336 -0.599985 -0.852791 
-0.590798 -0.80097 -0.379443 -0.405666 -1.21334 -0.706104 -0.95648 
-0.696605 -0.904694 -0.487284 -0.51465 -1.31201 -0.810913 -1.059 
-0.801071 -1.00715 -0.593662 -0.622412 -1.40939 -0.914425 -1.16035 
-0.904212 -1.10835 -0.698598 -0.72896 -1.5055 -1.01666 -1.26055 
-1.00604 -1.20831 -0.802113 -0.834305 -1.60036 -1.11762 -1.35961 
-1.10658 -1.30704 -0.904228 -0.938453 -1.69397 -1.21734 -1.45752 
-1.20583 -1.40455 -1.00496 -1.04142 -1.78635 -1.31582 -1.5543 
-1.30383 -1.50084 -1.10434 -1.1432 -1.87751 -1.41307 -1.64996 
-1.40056 -1.59594 -1.20237 -1.24382 -1.96747 -1.50912 -1.74451 
-1.49607 -1.68985 -1.29908 -1.34327 -2.05624 -1.60397 -1.83794 
-1.59035 -1.78259 -1.39449 -1.44158 -2.14383 -1.69765 -1.93028 
-1.68342 -1.87416 -1.48862 -1.53874 -2.23026 -1.79016 -2.02152 
-1.77529 -1.96458 -1.58149 -1.63478 -2.31554 -1.88152 -2.11168 
-1.86598 -2.05385 -1.6731 -1.72969 -2.39967 -1.97174 -2.20076 
-1.95551 -2.14199 -1.76349 -1.82348 -2.48268 -2.06084 -2.28878 
-2.04388 -2.22901 -1.85268 -1.91618 -2.56457 -2.14884 -2.37573 
-2.1311 -2.31491 -1.94066 -2.00778 -2.64536 -2.23573 -2.46164 
-2.2172 -2.39971 -2.02748 -2.09829 -2.72505 -2.32155 -2.5465 
-2.30218 -2.48342 -2.11313 -2.18773 -2.80366 -2.4063 -2.63032 
-2.38606 -2.56605 -2.19765 -2.27611 -2.8812 -2.48999 -2.71312 
-2.46884 -2.6476 -2.28104 -2.36342 -2.95768 -2.57264 -2.7949 
-2.55055 -2.72809 -2.36332 -2.44969 -3.03312 -2.65426 -2.87566 
-2.63118 -2.80752 -2.44451 -2.53492 -3.10751 -2.73487 -2.95542 
-2.71076 -2.88592 -2.52463 -2.61912 -3.18088 -2.81448 -3.03419 
-2.7893 -2.96327 -2.60369 -2.7023 -3.25322 -2.8931 -3.11196 
-2.86681 -3.03961 -2.68169 -2.78447 -3.32457 -2.97074 -3.18875 
-2.94329 -3.11492 -2.75867 -2.86564 -3.39491 -3.04742 -3.26457 
-3.01877 -3.18924 -2.83464 -2.94581 -3.46427 -3.12315 -3.33942 
-3.09325 -3.26255 -2.9096 -3.025 -3.53265 -3.19794 -3.41332 
-3.16675 -3.33487 -2.98358 -3.10322 -3.60007 -3.2718 -3.48626 
-3.23926 -3.40622 -3.05659 -3.18047 -3.66652 -3.34475 -3.55826 
-3.31082 -3.4766 -3.12864 -3.25676 -3.73203 -3.4168 -3.62931 
-3.38142 -3.54601 -3.19975 -3.3321 -3.7966 -3.48796 -3.69944 
-3.45108 -3.61447 -3.26992 -3.4065 -3.86024 -3.55825 -3.76865 
-3.51981 -3.68199 -3.33918 -3.47997 -3.92296 -3.62766 -3.83694 
-3.58762 -3.74857 -3.40754 -3.55251 -3.98477 -3.69623 -3.90431 
-3.65452 -3.81423 -3.47501 -3.62414 -4.04568 -3.76395 -3.97079 
-3.72051 -3.87896 -3.54159 -3.69487 -4.10569 -3.83083 -4.03637 
-3.78562 -3.94279 -3.60732 -3.76469 -4.16482 -3.8969 -4.10105 
-3.84985 -4.00572 -3.67219 -3.83362 -4.22307 -3.96216 -4.16486 
-3.91321 -4.06775 -3.73621 -3.90167 -4.28045 -4.02662 -4.22778 
-3.97571 -4.1289 -3.79941 -3.96884 -4.33698 -4.0903 -4.28984 
-4.03736 -4.18917 -3.8618 -4.03515 -4.39265 -4.15319 -4.35103 
-4.09817 -4.24857 -3.92337 -4.10059 -4.44749 -4.21533 -4.41136 
-4.15815 -4.30711 -3.98416 -4.16519 -4.50149 -4.2767 -4.47084 
-4.2173 -4.3648 -4.04416 -4.22893 -4.55466 -4.33733 -4.52947 
-4.27565 -4.42165 -4.10339 -4.29184 -4.60701 -4.39722 -4.58726 
-4.3332 -4.47766 -4.16185 -4.35392 -4.65856 -4.45639 -4.64421 
-4.38995 -4.53284 -4.21957 -4.41518 -4.7093 -4.51483 -4.70034 
-4.44592 -4.5872 -4.27654 -4.47562 -4.75925 -4.57258 -4.75564 
-4.50112 -4.64074 -4.33278 -4.53525 -4.80841 -4.62962 -4.81012 
-4.55555 -4.69348 -4.38831 -4.59407 -4.85679 -4.68597 -4.86379 
-4.60923 -4.74543 -4.44312 -4.6521 -4.90441 -4.74164 -4.91664 
-4.66215 -4.79658 -4.49723 -4.70935 -4.95126 -4.79664 -4.9687 
-4.71434 -4.84695 -4.55065 -4.7658 -4.99735 -4.85098 -5.01996 
-4.7658 -4.89655 -4.60338 -4.82148 -5.0427 -4.90465 -5.07043 
-4.81654 -4.94538 -4.65545 -4.87639 -5.0873 -4.95768 -5.1201 
-4.86656 -4.99346 -4.70684 -4.93054 -5.13117 -5.01007 -5.169 
-4.91588 -5.04078 -4.75758 -4.98393 -5.17432 -5.06183 -5.21712 
-4.96451 -5.08735 -4.80767 -5.03656 -5.21674 -5.11296 -5.26447 
-5.01244 -5.13319 -4.85712 -5.08845 -5.25846 -5.16347 -5.31105 
-5.0597 -5.1783 -4.90594 -5.1396 -5.29947 -5.21337 -5.35687 
-5.10628 -5.22269 -4.95414 -5.19002 -5.33978 -5.26265 -5.40192 
-5.1522 -5.26637 -5.00172 -5.2397 -5.37941 -5.31134 -5.44623 
-5.19746 -5.30934 -5.04869 -5.28866 -5.41835 -5.35944 -5.48979 
-5.24207 -5.35161 -5.09506 -5.3369 -5.45661 -5.40694 -5.53261 
-5.28604 -5.39318 -5.14083 -5.38443 -5.49421 -5.45386 -5.57468 
-5.32938 -5.43408 -5.18601 -5.43125 -5.53114 -5.5002 -5.61603 
-5.37209 -5.47429 -5.23062 -5.47737 -5.56742 -5.54597 -5.65664 
-5.41418 -5.51384 -5.27465 -5.52279 -5.60305 -5.59117 -5.69653 
-5.45566 -5.55272 -5.31811 -5.56751 -5.63804 -5.6358 -5.7357 
